Date,Team,TMValue
2015-08-01,Rio Ave FC,30.15
2015-08-01,CS Marítimo,22.1
2015-08-01,FC Vizela,22.1
2015-08-01,Casa Pia AC,22.1
2015-08-01,FC Arouca,15.6
2015-08-01,GD Chaves,11.0
2015-08-01,SL Benfica B,5.3
2015-08-01,FC Porto B,15.1
2015-08-01,Moreirense FC,11.15
2015-08-01,Académico Viseu FC,4.45
2015-08-01,SC Farense,4.08
2015-08-01,CD Tondela,12.25
2015-08-01,CD Mafra,3.28
2015-08-01,UD Vilafranquense,3.28
2015-08-01,B SAD,22.35
2015-08-01,FC Penafiel,8.9
2015-08-01,SC União Torreense,1.53
2015-08-01,CD Nacional,21.8
2015-08-01,CD Trofense,3.78
2015-08-01,CD Feirense,5.45
2015-08-01,Leixões SC,4.43
2015-08-01,CF Estrela Amadora SAD,4.43
2015-08-01,SC Covilhã,2.55
2015-08-01,UD Oliveirense,3.9
2015-07-15,SL Benfica,190.8
2015-07-15,FC Porto,204.0
2015-07-15,Sporting CP,179.35
2015-07-15,SC Braga,67.3
2015-07-15,FC Famalicão,5.13
2015-07-15,Vitória Guimarães SC,31.7
2015-07-15,Gil Vicente FC,11.9
2015-07-15,FC Paços de Ferreira,20.05
2015-07-15,GD Estoril Praia,25.7
2015-07-15,CD Santa Clara,3.1
2015-07-15,Boavista FC,19.15
2015-07-15,Portimonense SC,3.65
2015-07-15,Rio Ave FC,35.95
2015-07-15,CS Marítimo,20.1
2015-07-15,FC Vizela,20.1
2015-07-15,Casa Pia AC,20.1
2015-07-15,FC Arouca,15.8
2015-07-15,GD Chaves,9.95
2015-07-15,SL Benfica B,11.85
2015-07-15,FC Porto B,17.55
2015-07-15,Moreirense FC,9.65
2015-07-15,Académico Viseu FC,3.45
2015-07-15,SC Farense,2.88
2015-07-15,CD Tondela,10.5
2015-07-15,CD Mafra,2.93
2015-07-15,UD Vilafranquense,2.93
2015-07-15,B SAD,28.05
2015-07-15,FC Penafiel,11.15
2015-07-15,SC União Torreense,1.43
2015-07-15,CD Nacional,20.45
2015-07-15,CD Trofense,3.83
2015-07-15,CD Feirense,5.45
2015-07-15,Leixões SC,5.08
2015-07-15,CF Estrela Amadora SAD,5.08
2015-07-15,SC Covilhã,2.55
2015-07-15,UD Oliveirense,3.7
2015-07-01,SL Benfica,191.4
2015-07-01,FC Porto,203.2
2015-07-01,Sporting CP,150.35
2015-07-01,SC Braga,67.7
2015-07-01,FC Famalicão,4.63
2015-07-01,Vitória Guimarães SC,21.98
2015-07-01,Gil Vicente FC,12.6
2015-07-01,FC Paços de Ferreira,16.1
2015-07-01,GD Estoril Praia,22.2
2015-07-01,CD Santa Clara,3.8
2015-07-01,Boavista FC,14.95
2015-07-01,Portimonense SC,2.85
2015-07-01,Rio Ave FC,32.65
2015-07-01,CS Marítimo,21.7
2015-07-01,FC Vizela,21.7
2015-07-01,Casa Pia AC,21.7
2015-07-01,FC Arouca,18.05
2015-07-01,GD Chaves,8.75
2015-07-01,SL Benfica B,17.3
2015-07-01,FC Porto B,20.3
2015-07-01,Moreirense FC,10.95
2015-07-01,Académico Viseu FC,3.2
2015-07-01,SC Farense,2.63
2015-07-01,CD Tondela,7.9
2015-07-01,CD Mafra,2.18
2015-07-01,UD Vilafranquense,2.18
2015-07-01,B SAD,25.05
2015-07-01,FC Penafiel,11.7
2015-07-01,SC União Torreense,1.43
2015-07-01,CD Nacional,22.03
2015-07-01,CD Trofense,3.83
2015-07-01,CD Feirense,5.75
2015-07-01,Leixões SC,4.98
2015-07-01,CF Estrela Amadora SAD,4.98
2015-07-01,SC Covilhã,3.3
2015-07-01,UD Oliveirense,5.15
2015-06-15,SL Benfica,158.3
2015-06-15,FC Porto,212.9
2015-06-15,Sporting CP,155.8
2015-06-15,SC Braga,64.9
2015-06-15,FC Famalicão,3.43
2015-06-15,Vitória Guimarães SC,33.05
2015-06-15,Gil Vicente FC,20.6
2015-06-15,FC Paços de Ferreira,21.3
2015-06-15,GD Estoril Praia,30.85
2015-06-15,CD Santa Clara,6.55
2015-06-15,Boavista FC,13.35
2015-06-15,Portimonense SC,3.95
2015-06-15,Rio Ave FC,31.7
2015-06-15,CS Marítimo,22.2
2015-06-15,FC Vizela,22.2
2015-06-15,Casa Pia AC,22.2
2015-06-15,FC Arouca,21.1
2015-06-15,GD Chaves,7.9
2015-06-15,SL Benfica B,10.9
2015-06-15,FC Porto B,14.2
2015-06-15,Moreirense FC,17.3
2015-06-15,Académico Viseu FC,5.15
2015-06-15,SC Farense,4.58
2015-06-15,CD Tondela,6.45
2015-06-15,CD Mafra,2.23
2015-06-15,UD Vilafranquense,2.23
2015-06-15,B SAD,21.6
2015-06-15,FC Penafiel,16.8
2015-06-15,SC União Torreense,1.43
2015-06-15,CD Nacional,24.48
2015-06-15,CD Trofense,5.33
2015-06-15,CD Feirense,8.1
2015-06-15,Leixões SC,5.83
2015-06-15,CF Estrela Amadora SAD,5.83
2015-06-15,SC Covilhã,3.15
2015-06-15,UD Oliveirense,5.25
2015-06-01,SL Benfica,158.3
2015-06-01,FC Porto,212.9
2015-06-01,Sporting CP,155.8
2015-06-01,SC Braga,64.9
2015-06-01,FC Famalicão,3.43
2015-06-01,Vitória Guimarães SC,33.6
2015-06-01,Gil Vicente FC,22.1
2015-06-01,FC Paços de Ferreira,21.3
2015-06-01,GD Estoril Praia,30.85
2015-06-01,CD Santa Clara,6.55
2015-06-01,Boavista FC,12.55
2015-06-01,Portimonense SC,3.95
2015-06-01,Rio Ave FC,31.7
2015-06-01,CS Marítimo,22.2
2015-06-01,FC Vizela,22.2
2015-06-01,Casa Pia AC,22.2
2015-06-01,FC Arouca,21.1
2015-06-01,GD Chaves,7.9
2015-06-01,SL Benfica B,10.9
2015-06-01,FC Porto B,14.2
2015-06-01,Moreirense FC,17.3
2015-06-01,Académico Viseu FC,5.15
2015-06-01,SC Farense,4.58
2015-06-01,CD Tondela,6.45
2015-06-01,CD Mafra,2.2
2015-06-01,UD Vilafranquense,2.2
2015-06-01,B SAD,21.6
2015-06-01,FC Penafiel,16.8
2015-06-01,SC União Torreense,1.43
2015-06-01,CD Nacional,24.48
2015-06-01,CD Trofense,5.33
2015-06-01,CD Feirense,8.1
2015-06-01,Leixões SC,5.83
2015-06-01,CF Estrela Amadora SAD,5.83
2015-06-01,SC Covilhã,3.15
2015-06-01,UD Oliveirense,5.25
2015-05-15,SL Benfica,156.8
2015-05-15,FC Porto,212.9
2015-05-15,Sporting CP,155.8
2015-05-15,SC Braga,64.9
2015-05-15,FC Famalicão,3.43
2015-05-15,Vitória Guimarães SC,33.6
2015-05-15,Gil Vicente FC,22.1
2015-05-15,FC Paços de Ferreira,21.3
2015-05-15,GD Estoril Praia,30.85
2015-05-15,CD Santa Clara,6.55
2015-05-15,Boavista FC,12.55
2015-05-15,Portimonense SC,3.95
2015-05-15,Rio Ave FC,31.7
2015-05-15,CS Marítimo,22.2
2015-05-15,FC Vizela,22.2
2015-05-15,Casa Pia AC,22.2
2015-05-15,FC Arouca,21.1
2015-05-15,GD Chaves,7.9
2015-05-15,SL Benfica B,12.4
2015-05-15,FC Porto B,13.9
2015-05-15,Moreirense FC,17.3
2015-05-15,Académico Viseu FC,5.3
2015-05-15,SC Farense,4.58
2015-05-15,CD Tondela,6.45
2015-05-15,CD Mafra,2.2
2015-05-15,UD Vilafranquense,2.2
2015-05-15,B SAD,21.7
2015-05-15,FC Penafiel,16.8
2015-05-15,SC União Torreense,1.43
2015-05-15,CD Nacional,24.48
2015-05-15,CD Trofense,5.33
2015-05-15,CD Feirense,8.1
2015-05-15,Leixões SC,5.83
2015-05-15,CF Estrela Amadora SAD,5.83
2015-05-15,SC Covilhã,3.15
2015-05-15,UD Oliveirense,5.15
2015-05-01,SL Benfica,156.8
2015-05-01,FC Porto,212.9
2015-05-01,Sporting CP,155.8
2015-05-01,SC Braga,64.9
2015-05-01,FC Famalicão,3.43
2015-05-01,Vitória Guimarães SC,33.6
2015-05-01,Gil Vicente FC,22.1
2015-05-01,FC Paços de Ferreira,21.3
2015-05-01,GD Estoril Praia,30.85
2015-05-01,CD Santa Clara,6.55
2015-05-01,Boavista FC,12.55
2015-05-01,Portimonense SC,3.95
2015-05-01,Rio Ave FC,31.7
2015-05-01,CS Marítimo,22.2
2015-05-01,FC Vizela,22.2
2015-05-01,Casa Pia AC,22.2
2015-05-01,FC Arouca,21.1
2015-05-01,GD Chaves,7.9
2015-05-01,SL Benfica B,17.4
2015-05-01,FC Porto B,13.9
2015-05-01,Moreirense FC,17.3
2015-05-01,Académico Viseu FC,5.3
2015-05-01,SC Farense,5.03
2015-05-01,CD Tondela,6.45
2015-05-01,CD Mafra,2.2
2015-05-01,UD Vilafranquense,2.2
2015-05-01,B SAD,21.7
2015-05-01,FC Penafiel,16.8
2015-05-01,SC União Torreense,1.43
2015-05-01,CD Nacional,24.48
2015-05-01,CD Trofense,5.33
2015-05-01,CD Feirense,8.1
2015-05-01,Leixões SC,6.18
2015-05-01,CF Estrela Amadora SAD,6.18
2015-05-01,SC Covilhã,3.15
2015-05-01,UD Oliveirense,5.15
2015-04-15,SL Benfica,156.8
2015-04-15,FC Porto,212.9
2015-04-15,Sporting CP,155.8
2015-04-15,SC Braga,64.9
2015-04-15,FC Famalicão,3.48
2015-04-15,Vitória Guimarães SC,33.6
2015-04-15,Gil Vicente FC,22.1
2015-04-15,FC Paços de Ferreira,21.4
2015-04-15,GD Estoril Praia,31.05
2015-04-15,CD Santa Clara,6.55
2015-04-15,Boavista FC,12.55
2015-04-15,Portimonense SC,3.95
2015-04-15,Rio Ave FC,31.7
2015-04-15,CS Marítimo,22.2
2015-04-15,FC Vizela,22.2
2015-04-15,Casa Pia AC,22.2
2015-04-15,FC Arouca,21.1
2015-04-15,GD Chaves,7.9
2015-04-15,SL Benfica B,17.35
2015-04-15,FC Porto B,13.9
2015-04-15,Moreirense FC,17.3
2015-04-15,Académico Viseu FC,5.3
2015-04-15,SC Farense,5.03
2015-04-15,CD Tondela,6.45
2015-04-15,CD Mafra,2.2
2015-04-15,UD Vilafranquense,2.2
2015-04-15,B SAD,21.7
2015-04-15,FC Penafiel,16.8
2015-04-15,SC União Torreense,1.43
2015-04-15,CD Nacional,24.48
2015-04-15,CD Trofense,5.33
2015-04-15,CD Feirense,8.1
2015-04-15,Leixões SC,6.18
2015-04-15,CF Estrela Amadora SAD,6.18
2015-04-15,SC Covilhã,3.15
2015-04-15,UD Oliveirense,5.15
2015-04-01,SL Benfica,153.8
2015-04-01,FC Porto,212.9
2015-04-01,Sporting CP,155.8
2015-04-01,SC Braga,65.0
2015-04-01,FC Famalicão,3.48
2015-04-01,Vitória Guimarães SC,33.6
2015-04-01,Gil Vicente FC,22.35
2015-04-01,FC Paços de Ferreira,21.4
2015-04-01,GD Estoril Praia,31.05
2015-04-01,CD Santa Clara,6.35
2015-04-01,Boavista FC,12.9
2015-04-01,Portimonense SC,4.55
2015-04-01,Rio Ave FC,32.3
2015-04-01,CS Marítimo,22.55
2015-04-01,FC Vizela,22.55
2015-04-01,Casa Pia AC,22.55
2015-04-01,FC Arouca,21.1
2015-04-01,GD Chaves,7.9
2015-04-01,SL Benfica B,12.35
2015-04-01,FC Porto B,13.9
2015-04-01,Moreirense FC,17.3
2015-04-01,Académico Viseu FC,5.3
2015-04-01,SC Farense,5.03
2015-04-01,CD Tondela,6.45
2015-04-01,CD Mafra,2.2
2015-04-01,UD Vilafranquense,2.2
2015-04-01,B SAD,21.9
2015-04-01,FC Penafiel,16.8
2015-04-01,SC União Torreense,1.43
2015-04-01,CD Nacional,24.48
2015-04-01,CD Trofense,5.33
2015-04-01,CD Feirense,8.1
2015-04-01,Leixões SC,6.18
2015-04-01,CF Estrela Amadora SAD,6.18
2015-04-01,SC Covilhã,3.2
2015-04-01,UD Oliveirense,5.15
2015-03-15,SL Benfica,153.8
2015-03-15,FC Porto,212.7
2015-03-15,Sporting CP,155.8
2015-03-15,SC Braga,66.9
2015-03-15,FC Famalicão,5.13
2015-03-15,Vitória Guimarães SC,33.6
2015-03-15,Gil Vicente FC,22.65
2015-03-15,FC Paços de Ferreira,21.6
2015-03-15,GD Estoril Praia,31.05
2015-03-15,CD Santa Clara,6.55
2015-03-15,Boavista FC,12.9
2015-03-15,Portimonense SC,4.55
2015-03-15,Rio Ave FC,32.3
2015-03-15,CS Marítimo,23.15
2015-03-15,FC Vizela,23.15
2015-03-15,Casa Pia AC,23.15
2015-03-15,FC Arouca,21.1
2015-03-15,GD Chaves,8.25
2015-03-15,SL Benfica B,12.4
2015-03-15,FC Porto B,13.9
2015-03-15,Moreirense FC,17.3
2015-03-15,Académico Viseu FC,5.2
2015-03-15,SC Farense,5.03
2015-03-15,CD Tondela,6.45
2015-03-15,CD Mafra,2.2
2015-03-15,UD Vilafranquense,2.2
2015-03-15,B SAD,21.8
2015-03-15,FC Penafiel,16.8
2015-03-15,SC União Torreense,1.43
2015-03-15,CD Nacional,24.58
2015-03-15,CD Trofense,5.68
2015-03-15,CD Feirense,8.1
2015-03-15,Leixões SC,6.23
2015-03-15,CF Estrela Amadora SAD,6.23
2015-03-15,SC Covilhã,3.2
2015-03-15,UD Oliveirense,5.15
2015-03-01,SL Benfica,156.8
2015-03-01,FC Porto,212.7
2015-03-01,Sporting CP,155.8
2015-03-01,SC Braga,67.3
2015-03-01,FC Famalicão,5.18
2015-03-01,Vitória Guimarães SC,33.55
2015-03-01,Gil Vicente FC,22.85
2015-03-01,FC Paços de Ferreira,21.6
2015-03-01,GD Estoril Praia,31.05
2015-03-01,CD Santa Clara,6.55
2015-03-01,Boavista FC,13.0
2015-03-01,Portimonense SC,4.55
2015-03-01,Rio Ave FC,32.3
2015-03-01,CS Marítimo,23.15
2015-03-01,FC Vizela,23.15
2015-03-01,Casa Pia AC,23.15
2015-03-01,FC Arouca,21.1
2015-03-01,GD Chaves,8.25
2015-03-01,SL Benfica B,9.4
2015-03-01,FC Porto B,13.9
2015-03-01,Moreirense FC,17.3
2015-03-01,Académico Viseu FC,5.2
2015-03-01,SC Farense,5.2
2015-03-01,CD Tondela,6.45
2015-03-01,CD Mafra,2.2
2015-03-01,UD Vilafranquense,2.2
2015-03-01,B SAD,20.75
2015-03-01,FC Penafiel,16.8
2015-03-01,SC União Torreense,1.43
2015-03-01,CD Nacional,24.88
2015-03-01,CD Trofense,6.48
2015-03-01,CD Feirense,7.75
2015-03-01,Leixões SC,6.23
2015-03-01,CF Estrela Amadora SAD,6.23
2015-03-01,SC Covilhã,3.2
2015-03-01,UD Oliveirense,5.15
2015-02-15,SL Benfica,151.8
2015-02-15,FC Porto,179.6
2015-02-15,Sporting CP,132.95
2015-02-15,SC Braga,57.6
2015-02-15,FC Famalicão,5.3
2015-02-15,Vitória Guimarães SC,30.15
2015-02-15,Gil Vicente FC,23.35
2015-02-15,FC Paços de Ferreira,17.7
2015-02-15,GD Estoril Praia,29.1
2015-02-15,CD Santa Clara,6.55
2015-02-15,Boavista FC,11.5
2015-02-15,Portimonense SC,4.4
2015-02-15,Rio Ave FC,24.2
2015-02-15,CS Marítimo,19.23
2015-02-15,FC Vizela,19.23
2015-02-15,Casa Pia AC,19.23
2015-02-15,FC Arouca,19.7
2015-02-15,GD Chaves,8.25
2015-02-15,SL Benfica B,5.6
2015-02-15,FC Porto B,15.7
2015-02-15,Moreirense FC,15.4
2015-02-15,Académico Viseu FC,5.1
2015-02-15,SC Farense,5.4
2015-02-15,CD Tondela,6.45
2015-02-15,CD Mafra,2.2
2015-02-15,UD Vilafranquense,2.2
2015-02-15,B SAD,16.45
2015-02-15,FC Penafiel,17.0
2015-02-15,SC União Torreense,1.43
2015-02-15,CD Nacional,25.25
2015-02-15,CD Trofense,6.48
2015-02-15,CD Feirense,8.2
2015-02-15,Leixões SC,6.48
2015-02-15,CF Estrela Amadora SAD,6.48
2015-02-15,SC Covilhã,3.2
2015-02-15,UD Oliveirense,5.15
2015-02-01,SL Benfica,151.8
2015-02-01,FC Porto,194.5
2015-02-01,Sporting CP,135.95
2015-02-01,SC Braga,59.7
2015-02-01,FC Famalicão,5.3
2015-02-01,Vitória Guimarães SC,23.85
2015-02-01,Gil Vicente FC,23.2
2015-02-01,FC Paços de Ferreira,17.35
2015-02-01,GD Estoril Praia,29.25
2015-02-01,CD Santa Clara,5.05
2015-02-01,Boavista FC,11.35
2015-02-01,Portimonense SC,5.45
2015-02-01,Rio Ave FC,24.6
2015-02-01,CS Marítimo,19.15
2015-02-01,FC Vizela,19.15
2015-02-01,Casa Pia AC,19.15
2015-02-01,FC Arouca,20.15
2015-02-01,GD Chaves,7.9
2015-02-01,SL Benfica B,10.08
2015-02-01,FC Porto B,20.8
2015-02-01,Moreirense FC,15.2
2015-02-01,Académico Viseu FC,5.65
2015-02-01,SC Farense,5.85
2015-02-01,CD Tondela,6.45
2015-02-01,CD Mafra,2.1
2015-02-01,UD Vilafranquense,2.1
2015-02-01,B SAD,17.1
2015-02-01,FC Penafiel,15.7
2015-02-01,SC União Torreense,1.43
2015-02-01,CD Nacional,26.65
2015-02-01,CD Trofense,4.98
2015-02-01,CD Feirense,7.65
2015-02-01,Leixões SC,5.88
2015-02-01,CF Estrela Amadora SAD,5.88
2015-02-01,SC Covilhã,3.2
2015-02-01,UD Oliveirense,5.15
2015-01-15,SL Benfica,151.75
2015-01-15,FC Porto,197.5
2015-01-15,Sporting CP,144.25
2015-01-15,SC Braga,64.5
2015-01-15,FC Famalicão,4.95
2015-01-15,Vitória Guimarães SC,23.65
2015-01-15,Gil Vicente FC,19.6
2015-01-15,FC Paços de Ferreira,17.7
2015-01-15,GD Estoril Praia,28.8
2015-01-15,CD Santa Clara,5.15
2015-01-15,Boavista FC,11.35
2015-01-15,Portimonense SC,5.55
2015-01-15,Rio Ave FC,25.15
2015-01-15,CS Marítimo,21.5
2015-01-15,FC Vizela,1.1
2015-01-15,Casa Pia AC,1.1
2015-01-15,FC Arouca,18.6
2015-01-15,GD Chaves,7.7
2015-01-15,SL Benfica B,11.8
2015-01-15,FC Porto B,21.3
2015-01-15,Moreirense FC,15.3
2015-01-15,Académico Viseu FC,5.7
2015-01-15,SC Farense,5.4
2015-01-15,CD Tondela,6.15
2015-01-15,CD Mafra,2.15
2015-01-15,UD Vilafranquense,2.15
2015-01-15,B SAD,18.3
2015-01-15,FC Penafiel,14.5
2015-01-15,SC União Torreense,1.43
2015-01-15,CD Nacional,25.75
2015-01-15,CD Trofense,2.98
2015-01-15,CD Feirense,7.4
2015-01-15,Leixões SC,5.23
2015-01-15,CF Estrela Amadora SAD,5.23
2015-01-15,SC Covilhã,3.2
2015-01-15,UD Oliveirense,5.4
2015-01-01,SL Benfica,182.05
2015-01-01,FC Porto,197.5
2015-01-01,Sporting CP,144.25
2015-01-01,SC Braga,64.5
2015-01-01,FC Famalicão,4.9
2015-01-01,Vitória Guimarães SC,24.2
2015-01-01,Gil Vicente FC,18.8
2015-01-01,FC Paços de Ferreira,18.2
2015-01-01,GD Estoril Praia,28.35
2015-01-01,CD Santa Clara,4.65
2015-01-01,Boavista FC,10.95
2015-01-01,Portimonense SC,5.55
2015-01-01,Rio Ave FC,25.15
2015-01-01,CS Marítimo,21.3
2015-01-01,FC Vizela,1.1
2015-01-01,Casa Pia AC,1.1
2015-01-01,FC Arouca,17.95
2015-01-01,GD Chaves,7.5
2015-01-01,SL Benfica B,12.8
2015-01-01,FC Porto B,27.0
2015-01-01,Moreirense FC,15.6
2015-01-01,Académico Viseu FC,5.4
2015-01-01,SC Farense,4.7
2015-01-01,CD Tondela,6.15
2015-01-01,CD Mafra,2.2
2015-01-01,UD Vilafranquense,2.2
2015-01-01,B SAD,18.3
2015-01-01,FC Penafiel,13.5
2015-01-01,SC União Torreense,1.33
2015-01-01,CD Nacional,25.75
2015-01-01,CD Trofense,2.68
2015-01-01,CD Feirense,7.4
2015-01-01,Leixões SC,5.48
2015-01-01,CF Estrela Amadora SAD,5.48
2015-01-01,SC Covilhã,3.2
2015-01-01,UD Oliveirense,5.4
2014-12-15,SL Benfica,180.55
2014-12-15,FC Porto,197.5
2014-12-15,Sporting CP,144.25
2014-12-15,SC Braga,62.2
2014-12-15,FC Famalicão,4.9
2014-12-15,Vitória Guimarães SC,24.2
2014-12-15,Gil Vicente FC,19.2
2014-12-15,FC Paços de Ferreira,18.3
2014-12-15,GD Estoril Praia,28.35
2014-12-15,CD Santa Clara,4.45
2014-12-15,Boavista FC,10.95
2014-12-15,Portimonense SC,5.55
2014-12-15,Rio Ave FC,25.15
2014-12-15,CS Marítimo,21.3
2014-12-15,FC Vizela,1.1
2014-12-15,Casa Pia AC,1.1
2014-12-15,FC Arouca,17.95
2014-12-15,GD Chaves,8.3
2014-12-15,SL Benfica B,12.8
2014-12-15,FC Porto B,27.0
2014-12-15,Moreirense FC,16.6
2014-12-15,Académico Viseu FC,5.4
2014-12-15,SC Farense,4.7
2014-12-15,CD Tondela,6.15
2014-12-15,CD Mafra,2.2
2014-12-15,UD Vilafranquense,2.2
2014-12-15,B SAD,17.6
2014-12-15,FC Penafiel,13.5
2014-12-15,SC União Torreense,1.33
2014-12-15,CD Nacional,25.7
2014-12-15,CD Trofense,2.68
2014-12-15,CD Feirense,6.95
2014-12-15,Leixões SC,4.73
2014-12-15,CF Estrela Amadora SAD,4.73
2014-12-15,SC Covilhã,3.2
2014-12-15,UD Oliveirense,5.4
2014-12-01,SL Benfica,179.75
2014-12-01,FC Porto,197.5
2014-12-01,Sporting CP,144.25
2014-12-01,SC Braga,62.2
2014-12-01,FC Famalicão,3.75
2014-12-01,Vitória Guimarães SC,24.2
2014-12-01,Gil Vicente FC,19.2
2014-12-01,FC Paços de Ferreira,18.8
2014-12-01,GD Estoril Praia,28.35
2014-12-01,CD Santa Clara,4.45
2014-12-01,Boavista FC,11.1
2014-12-01,Portimonense SC,5.05
2014-12-01,Rio Ave FC,25.15
2014-12-01,CS Marítimo,21.3
2014-12-01,FC Vizela,1.1
2014-12-01,Casa Pia AC,1.1
2014-12-01,FC Arouca,17.95
2014-12-01,GD Chaves,8.3
2014-12-01,SL Benfica B,12.8
2014-12-01,FC Porto B,27.0
2014-12-01,Moreirense FC,16.6
2014-12-01,Académico Viseu FC,5.4
2014-12-01,SC Farense,4.7
2014-12-01,CD Tondela,6.15
2014-12-01,CD Mafra,2.2
2014-12-01,UD Vilafranquense,2.2
2014-12-01,B SAD,17.6
2014-12-01,FC Penafiel,13.5
2014-12-01,SC União Torreense,1.33
2014-12-01,CD Nacional,25.7
2014-12-01,CD Trofense,2.68
2014-12-01,CD Feirense,6.95
2014-12-01,Leixões SC,4.73
2014-12-01,CF Estrela Amadora SAD,4.73
2014-12-01,SC Covilhã,3.2
2014-12-01,UD Oliveirense,5.4
2014-11-15,SL Benfica,179.75
2014-11-15,FC Porto,197.5
2014-11-15,Sporting CP,144.25
2014-11-15,SC Braga,62.2
2014-11-15,FC Famalicão,4.0
2014-11-15,Vitória Guimarães SC,24.2
2014-11-15,Gil Vicente FC,19.2
2014-11-15,FC Paços de Ferreira,18.8
2014-11-15,GD Estoril Praia,28.35
2014-11-15,CD Santa Clara,4.4
2014-11-15,Boavista FC,11.1
2014-11-15,Portimonense SC,5.05
2014-11-15,Rio Ave FC,25.15
2014-11-15,CS Marítimo,21.3
2014-11-15,FC Vizela,1.1
2014-11-15,Casa Pia AC,1.1
2014-11-15,FC Arouca,17.95
2014-11-15,GD Chaves,8.3
2014-11-15,SL Benfica B,12.8
2014-11-15,FC Porto B,27.0
2014-11-15,Moreirense FC,16.6
2014-11-15,Académico Viseu FC,5.9
2014-11-15,SC Farense,5.15
2014-11-15,CD Tondela,6.55
2014-11-15,CD Mafra,2.2
2014-11-15,UD Vilafranquense,2.2
2014-11-15,B SAD,17.6
2014-11-15,FC Penafiel,13.5
2014-11-15,SC União Torreense,1.33
2014-11-15,CD Nacional,25.7
2014-11-15,CD Trofense,2.68
2014-11-15,CD Feirense,6.95
2014-11-15,Leixões SC,4.98
2014-11-15,CF Estrela Amadora SAD,4.98
2014-11-15,SC Covilhã,3.2
2014-11-15,UD Oliveirense,5.4
2014-11-01,SL Benfica,179.75
2014-11-01,FC Porto,197.5
2014-11-01,Sporting CP,140.5
2014-11-01,SC Braga,62.2
2014-11-01,FC Famalicão,4.0
2014-11-01,Vitória Guimarães SC,21.7
2014-11-01,Gil Vicente FC,19.2
2014-11-01,FC Paços de Ferreira,18.8
2014-11-01,GD Estoril Praia,29.35
2014-11-01,CD Santa Clara,4.4
2014-11-01,Boavista FC,11.1
2014-11-01,Portimonense SC,5.05
2014-11-01,Rio Ave FC,25.15
2014-11-01,CS Marítimo,21.3
2014-11-01,FC Vizela,1.1
2014-11-01,Casa Pia AC,1.1
2014-11-01,FC Arouca,17.95
2014-11-01,GD Chaves,8.3
2014-11-01,SL Benfica B,14.3
2014-11-01,FC Porto B,16.5
2014-11-01,Moreirense FC,16.6
2014-11-01,Académico Viseu FC,5.9
2014-11-01,SC Farense,5.1
2014-11-01,CD Tondela,6.55
2014-11-01,CD Mafra,2.2
2014-11-01,UD Vilafranquense,2.2
2014-11-01,B SAD,17.6
2014-11-01,FC Penafiel,13.5
2014-11-01,SC União Torreense,1.33
2014-11-01,CD Nacional,25.8
2014-11-01,CD Trofense,3.58
2014-11-01,CD Feirense,7.25
2014-11-01,Leixões SC,4.53
2014-11-01,CF Estrela Amadora SAD,4.53
2014-11-01,SC Covilhã,3.2
2014-11-01,UD Oliveirense,5.4
2014-10-23,SL Benfica,179.75
2014-10-23,FC Porto,197.5
2014-10-23,Sporting CP,140.5
2014-10-23,SC Braga,62.2
2014-10-23,FC Famalicão,4.0
2014-10-23,Vitória Guimarães SC,21.7
2014-10-23,Gil Vicente FC,19.2
2014-10-23,FC Paços de Ferreira,18.8
2014-10-23,GD Estoril Praia,29.35
2014-10-23,CD Santa Clara,4.55
2014-10-23,Boavista FC,10.6
2014-10-23,Portimonense SC,5.05
2014-10-23,Rio Ave FC,25.15
2014-10-23,CS Marítimo,21.3
2014-10-23,FC Vizela,1.1
2014-10-23,Casa Pia AC,1.1
2014-10-23,FC Arouca,17.95
2014-10-23,GD Chaves,8.7
2014-10-23,SL Benfica B,14.6
2014-10-23,FC Porto B,16.5
2014-10-23,Moreirense FC,16.6
2014-10-23,Académico Viseu FC,5.9
2014-10-23,SC Farense,5.0
2014-10-23,CD Tondela,6.55
2014-10-23,CD Mafra,2.05
2014-10-23,UD Vilafranquense,2.05
2014-10-23,B SAD,17.6
2014-10-23,FC Penafiel,13.5
2014-10-23,SC União Torreense,1.33
2014-10-23,CD Nacional,26.2
2014-10-23,CD Trofense,3.5
2014-10-23,CD Feirense,7.65
2014-10-23,Leixões SC,4.53
2014-10-23,CF Estrela Amadora SAD,4.53
2014-10-23,SC Covilhã,3.2
2014-10-23,UD Oliveirense,5.4
2014-07-10,SL Benfica,195.15
2014-07-10,FC Porto,200.9
2014-07-10,Sporting CP,129.1
2014-07-10,SC Braga,71.3
2014-07-10,FC Famalicão,3.4
2014-07-10,Vitória Guimarães SC,23.6
2014-07-10,Gil Vicente FC,19.0
2014-07-10,FC Paços de Ferreira,14.5
2014-07-10,GD Estoril Praia,20.95
2014-07-10,CD Santa Clara,5.85
2014-07-10,Boavista FC,3.73
2014-07-10,Portimonense SC,7.8
2014-07-10,Rio Ave FC,24.75
2014-07-10,CS Marítimo,15.35
2014-07-10,FC Vizela,15.35
2014-07-10,Casa Pia AC,15.35
2014-07-10,FC Arouca,16.55
2014-07-10,GD Chaves,7.5
2014-07-10,SL Benfica B,22.55
2014-07-10,FC Porto B,10.25
2014-07-10,Moreirense FC,9.9
2014-07-10,Académico Viseu FC,5.05
2014-07-10,SC Farense,4.93
2014-07-10,CD Tondela,5.75
